Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population"
2016,September,Unincorporated Vic, Unincorporated Vic,115,
2016,September,Unincorporated Vic,Total,115,
2015,September,1 North West Metro, Banyule,"7,035","5,579.4"
2015,September,1 North West Metro, Brimbank,"14,714","7,325.5"
2015,September,1 North West Metro, Darebin,"11,033","7,259.8"
2015,September,1 North West Metro, Hobsons Bay,"5,296","5,777.0"
2015,September,1 North West Metro, Hume,"14,350","7,241.0"
2015,September,1 North West Metro, Maribyrnong,"6,641","7,832.9"
2015,September,1 North West Metro, Melbourne,"24,675","18,027.8"
2015,September,1 North West Metro, Melton,"7,964","5,903.0"
2015,September,1 North West Metro, Moonee Valley,"6,790","5,647.5"
2015,September,1 North West Metro, Moreland,"10,823","6,447.3"
2015,September,1 North West Metro, Nillumbik,"1,854","2,911.7"
2015,September,1 North West Metro, Whittlesea,"10,114","5,138.0"
2015,September,1 North West Metro, Wyndham,"10,866","5,082.0"
2015,September,1 North West Metro, Yarra,"9,784","10,880.4"
2015,September,1 North West Metro,Total,"141,939","7,177.0"
2015,September,2 Eastern, Alpine,345,"2,775.8"
2015,September,2 Eastern, Bass Coast,"1,889","5,798.7"
2015,September,2 Eastern, Baw Baw,"2,396","5,008.7"
2015,September,2 Eastern, Benalla,734,"5,271.9"
2015,September,2 Eastern, Boroondara,"5,655","3,236.0"
2015,September,2 Eastern, East Gippsland,"3,073","6,849.0"
2015,September,2 Eastern, Greater Shepparton,"5,523","8,564.3"
2015,September,2 Eastern, Indigo,348,"2,185.7"
2015,September,2 Eastern, Knox,"7,224","4,552.0"
2015,September,2 Eastern, Latrobe,"8,777","11,818.3"
2015,September,2 Eastern, Manningham,"3,301","2,733.0"
2015,September,2 Eastern, Mansfield,320,"3,751.5"
2015,September,2 Eastern, Maroondah,"5,884","5,206.0"
2015,September,2 Eastern, Mitchell,"2,493","6,191.6"
2015,September,2 Eastern, Moira,"1,105","3,772.9"
2015,September,2 Eastern, Monash,"7,186","3,798.6"
2015,September,2 Eastern, Murrindindi,500,"3,610.6"
2015,September,2 Eastern, South Gippsland,925,"3,213.9"
2015,September,2 Eastern, Strathbogie,321,"3,154.8"
2015,September,2 Eastern, Towong,142,"2,364.7"
2015,September,2 Eastern, Wangaratta,"1,607","5,710.1"
2015,September,2 Eastern, Wellington,"2,907","6,733.5"
2015,September,2 Eastern, Whitehorse,"5,834","3,500.1"
2015,September,2 Eastern, Wodonga,"2,553","6,508.9"
2015,September,2 Eastern, Yarra Ranges,"5,264","3,431.8"
2015,September,2 Eastern,Total,"76,306","4,680.6"
2015,September,3 Southern Metro, Bayside,"3,423","3,380.1"
2015,September,3 Southern Metro, Cardinia,"4,393","4,759.6"
2015,September,3 Southern Metro, Casey,"14,621","4,881.3"
2015,September,3 Southern Metro, Frankston,"10,929","7,931.6"
2015,September,3 Southern Metro, Glen Eira,"4,742","3,249.6"
2015,September,3 Southern Metro, Greater Dandenong,"13,154","8,428.8"
2015,September,3 Southern Metro, Kingston,"7,671","4,909.6"
2015,September,3 Southern Metro, Mornington Peninsula,"7,781","4,898.9"
2015,September,3 Southern Metro, Port Phillip,"9,505","8,934.9"
2015,September,3 Southern Metro, Stonnington,"7,550","6,988.9"
2015,September,3 Southern Metro,Total,"83,769","5,728.4"
2015,September,4 Western, Ararat,854,"7,334.2"
2015,September,4 Western, Ballarat,"8,618","8,492.4"
2015,September,4 Western, Buloke,199,"3,155.7"
2015,September,4 Western, Campaspe,"2,317","6,190.4"
2015,September,4 Western, Central Goldfields,834,"6,440.2"
2015,September,4 Western, Colac-Otway,"1,127","5,308.5"
2015,September,4 Western, Corangamite,458,"2,814.3"
2015,September,4 Western, Gannawarra,416,"3,948.4"
2015,September,4 Western, Glenelg,"1,296","6,571.3"
2015,September,4 Western, Golden Plains,535,"2,501.4"
2015,September,4 Western, Greater Bendigo,"6,196","5,637.4"
2015,September,4 Western, Greater Geelong,"14,889","6,392.2"
2015,September,4 Western, Hepburn,552,"3,599.8"
2015,September,4 Western, Hindmarsh,147,"2,531.0"
2015,September,4 Western, Horsham,"1,958","9,892.9"
2015,September,4 Western, Loddon,299,"3,970.3"
2015,September,4 Western, Macedon Ranges,"1,472","3,174.3"
2015,September,4 Western, Mildura,"4,543","8,388.7"
2015,September,4 Western, Moorabool,"1,563","4,923.1"
2015,September,4 Western, Mount Alexander,664,"3,533.0"
2015,September,4 Western, Moyne,416,"2,507.4"
2015,September,4 Western, Northern Grampians,775,"6,655.8"
2015,September,4 Western, Pyrenees,348,"4,847.5"
2015,September,4 Western, Queenscliffe,121,"4,125.5"
2015,September,4 Western, Southern Grampians,749,"4,634.3"
2015,September,4 Western, Surf Coast,"1,030","3,476.8"
2015,September,4 Western, Swan Hill,"1,640","7,849.5"
2015,September,4 Western, Warrnambool,"2,138","6,287.3"
2015,September,4 Western, West Wimmera,81,"2,038.2"
2015,September,4 Western, Yarriambiack,270,"3,955.5"
2015,September,4 Western,Total,"56,505","5,940.6"
2015,September,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,737,
2015,September,Justice Institutions and Immigration Facilities,Total,737,
2015,September,Unincorporated Vic, Unincorporated Vic,94,
2015,September,Unincorporated Vic,Total,94,
2014,September,1 North West Metro, Banyule,"6,818","5,449.7"
2014,September,1 North West Metro, Brimbank,"13,699","6,902.4"
2014,September,1 North West Metro, Darebin,"11,360","7,598.1"
2014,September,1 North West Metro, Hobsons Bay,"5,605","6,199.1"
2014,September,1 North West Metro, Hume,"13,298","6,952.2"
2014,September,1 North West Metro, Maribyrnong,"6,724","8,154.0"
2014,September,1 North West Metro, Melbourne,"23,781","18,582.5"
2014,September,1 North West Metro, Melton,"7,422","5,739.7"
2014,September,1 North West Metro, Moonee Valley,"6,411","5,444.0"
2014,September,1 North West Metro, Moreland,"10,098","6,153.6"
2014,September,1 North West Metro, Nillumbik,"1,581","2,492.4"
2014,September,1 North West Metro, Whittlesea,"10,518","5,597.7"
2014,September,1 North West Metro, Wyndham,"10,319","5,120.8"
2014,September,1 North West Metro, Yarra,"10,055","11,527.3"
2014,September,1 North West Metro,Total,"137,689","7,184.5"
2014,September,2 Eastern, Alpine,316,"2,557.7"
2014,September,2 Eastern, Bass Coast,"2,137","6,695.5"
2014,September,2 Eastern, Baw Baw,"2,272","4,870.9"
2014,September,2 Eastern, Benalla,872,"6,274.3"
2014,September,2 Eastern, Boroondara,"5,884","3,407.9"
2014,September,2 Eastern, East Gippsland,"2,932","6,621.9"
2014,September,2 Eastern, Greater Shepparton,"5,525","8,643.8"
2014,September,2 Eastern, Indigo,348,"2,212.1"
2014,September,2 Eastern, Knox,"7,411","4,707.4"
2014,September,2 Eastern, Latrobe,"7,621","10,280.0"
2014,September,2 Eastern, Manningham,"3,242","2,714.4"
2014,September,2 Eastern, Mansfield,367,"4,371.6"
2014,September,2 Eastern, Maroondah,"5,924","5,316.8"
2014,September,2 Eastern, Mitchell,"2,095","5,360.2"
2014,September,2 Eastern, Moira,"1,155","3,969.1"
2014,September,2 Eastern, Monash,"6,925","3,720.1"
2014,September,2 Eastern, Murrindindi,531,"3,879.6"
2014,September,2 Eastern, South Gippsland,870,"3,050.4"
2014,September,2 Eastern, Strathbogie,370,"3,693.4"
2014,September,2 Eastern, Towong,187,"3,126.0"
2014,September,2 Eastern, Wangaratta,"1,710","6,137.4"
2014,September,2 Eastern, Wellington,"2,993","6,968.9"
2014,September,2 Eastern, Whitehorse,"5,779","3,516.9"
2014,September,2 Eastern, Wodonga,"2,431","6,335.8"
2014,September,2 Eastern, Yarra Ranges,"5,513","3,627.7"
2014,September,2 Eastern,Total,"75,410","4,683.2"
2014,September,3 Southern Metro, Bayside,"3,341","3,347.8"
2014,September,3 Southern Metro, Cardinia,"3,900","4,428.3"
2014,September,3 Southern Metro, Casey,"12,674","4,401.7"
2014,September,3 Southern Metro, Frankston,"10,660","7,827.8"
2014,September,3 Southern Metro, Glen Eira,"4,477","3,115.6"
2014,September,3 Southern Metro, Greater Dandenong,"11,930","7,841.7"
2014,September,3 Southern Metro, Kingston,"7,351","4,766.9"
2014,September,3 Southern Metro, Mornington Peninsula,"7,866","5,026.2"
2014,September,3 Southern Metro, Port Phillip,"8,876","8,497.8"
2014,September,3 Southern Metro, Stonnington,"7,191","6,790.8"
2014,September,3 Southern Metro,Total,"78,266","5,477.5"
2014,September,4 Western, Ararat,802,"6,937.7"
2014,September,4 Western, Ballarat,"7,436","7,442.4"
2014,September,4 Western, Buloke,173,"2,730.9"
2014,September,4 Western, Campaspe,"2,152","5,763.6"
2014,September,4 Western, Central Goldfields,802,"6,224.8"
2014,September,4 Western, Colac-Otway,"1,096","5,186.7"
2014,September,4 Western, Corangamite,497,"3,041.6"
2014,September,4 Western, Gannawarra,438,"4,158.0"
2014,September,4 Western, Glenelg,"1,336","6,762.8"
2014,September,4 Western, Golden Plains,424,"2,028.8"
2014,September,4 Western, Greater Bendigo,"6,251","5,790.4"
2014,September,4 Western, Greater Geelong,"14,450","6,344.8"
2014,September,4 Western, Hepburn,498,"3,279.8"
2014,September,4 Western, Hindmarsh,144,"2,464.1"
2014,September,4 Western, Horsham,"1,541","7,803.3"
2014,September,4 Western, Loddon,233,"3,101.3"
2014,September,4 Western, Macedon Ranges,"1,487","3,270.2"
2014,September,4 Western, Mildura,"4,650","8,653.3"
2014,September,4 Western, Moorabool,"1,419","4,567.7"
2014,September,4 Western, Mount Alexander,663,"3,583.6"
2014,September,4 Western, Moyne,474,"2,870.6"
2014,September,4 Western, Northern Grampians,670,"5,689.1"
2014,September,4 Western, Pyrenees,369,"5,236.3"
2014,September,4 Western, Queenscliffe,85,"2,862.0"
2014,September,4 Western, Southern Grampians,737,"4,534.0"
2014,September,4 Western, Surf Coast,979,"3,390.6"
2014,September,4 Western, Swan Hill,"1,605","7,664.8"
2014,September,4 Western, Warrnambool,"1,867","5,535.3"
2014,September,4 Western, West Wimmera,102,"2,526.0"
2014,September,4 Western, Yarriambiack,186,"2,686.3"
2014,September,4 Western,Total,"53,566","5,707.5"
2014,September,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,757,
2014,September,Justice Institutions and Immigration Facilities,Total,757,
2014,September,Unincorporated Vic, Unincorporated Vic,97,
2014,September,Unincorporated Vic,Total,97,
2013,September,1 North West Metro, Banyule,"5,936","4,775.0"
2013,September,1 North West Metro, Brimbank,"15,481","7,891.7"
2013,September,1 North West Metro, Darebin,"9,232","6,268.7"
2013,September,1 North West Metro, Hobsons Bay,"5,560","6,234.0"
2013,September,1 North West Metro, Hume,"11,664","6,309.2"
2013,September,1 North West Metro, Maribyrnong,"7,001","8,775.2"
2013,September,1 North West Metro, Melbourne,"24,596","20,719.2"
2013,September,1 North West Metro, Melton,"6,745","5,442.3"
2013,September,1 North West Metro, Moonee Valley,"6,338","5,489.2"
2013,September,1 North West Metro, Moreland,"9,093","5,673.1"
2013,September,1 North West Metro, Nillumbik,"1,587","2,512.1"
2013,September,1 North West Metro, Whittlesea,"9,537","5,319.8"
2013,September,1 North West Metro, Wyndham,"9,913","5,211.6"
2013,September,1 North West Metro, Yarra,"8,935","10,641.7"
2013,September,1 North West Metro,Total,"131,618","7,089.2"
2013,September,2 Eastern, Alpine,336,"2,735.5"
2013,September,2 Eastern, Bass Coast,"1,821","5,812.1"
2013,September,2 Eastern, Baw Baw,"2,209","4,841.4"
2013,September,2 Eastern, Benalla,815,"5,872.6"
2013,September,2 Eastern, Boroondara,"5,982","3,508.8"
2013,September,2 Eastern, East Gippsland,"3,037","6,932.4"
2013,September,2 Eastern, Greater Shepparton,"5,037","7,964.4"
2013,September,2 Eastern, Indigo,348,"2,230.1"
2013,September,2 Eastern, Knox,"6,715","4,294.9"
2013,September,2 Eastern, Latrobe,"7,640","10,307.1"
2013,September,2 Eastern, Manningham,"2,891","2,442.6"
2013,September,2 Eastern, Mansfield,288,"3,479.9"
2013,September,2 Eastern, Maroondah,"5,245","4,777.7"
2013,September,2 Eastern, Mitchell,"1,929","5,104.8"
2013,September,2 Eastern, Moira,"1,032","3,570.3"
2013,September,2 Eastern, Monash,"6,737","3,676.3"
2013,September,2 Eastern, Murrindindi,506,"3,730.7"
2013,September,2 Eastern, South Gippsland,939,"3,321.2"
2013,September,2 Eastern, Strathbogie,377,"3,820.8"
2013,September,2 Eastern, Towong,187,"3,137.1"
2013,September,2 Eastern, Wangaratta,"1,662","6,010.8"
2013,September,2 Eastern, Wellington,"2,841","6,650.1"
2013,September,2 Eastern, Whitehorse,"5,824","3,593.3"
2013,September,2 Eastern, Wodonga,"2,302","6,126.4"
2013,September,2 Eastern, Yarra Ranges,"4,984","3,302.8"
2013,September,2 Eastern,Total,"71,684","4,503.6"
2013,September,3 Southern Metro, Bayside,"3,453","3,514.4"
2013,September,3 Southern Metro, Cardinia,"4,259","5,034.8"
2013,September,3 Southern Metro, Casey,"12,150","4,370.1"
2013,September,3 Southern Metro, Frankston,"10,860","8,083.3"
2013,September,3 Southern Metro, Glen Eira,"4,723","3,343.5"
2013,September,3 Southern Metro, Greater Dandenong,"12,508","8,422.8"
2013,September,3 Southern Metro, Kingston,"7,258","4,764.5"
2013,September,3 Southern Metro, Mornington Peninsula,"7,212","4,683.1"
2013,September,3 Southern Metro, Port Phillip,"9,144","8,951.0"
2013,September,3 Southern Metro, Stonnington,"7,372","7,123.6"
2013,September,3 Southern Metro,Total,"78,939","5,650.8"
2013,September,4 Western, Ararat,899,"7,824.2"
2013,September,4 Western, Ballarat,"8,188","8,325.9"
2013,September,4 Western, Buloke,192,"3,005.6"
2013,September,4 Western, Campaspe,"2,265","6,086.6"
2013,September,4 Western, Central Goldfields,828,"6,461.2"
2013,September,4 Western, Colac-Otway,"1,038","4,934.6"
2013,September,4 Western, Corangamite,446,"2,717.9"
2013,September,4 Western, Gannawarra,420,"3,990.1"
2013,September,4 Western, Glenelg,"1,138","5,748.3"
2013,September,4 Western, Golden Plains,392,"1,925.2"
2013,September,4 Western, Greater Bendigo,"5,853","5,523.9"
2013,September,4 Western, Greater Geelong,"13,726","6,145.3"
2013,September,4 Western, Hepburn,552,"3,674.6"
2013,September,4 Western, Hindmarsh,202,"3,451.8"
2013,September,4 Western, Horsham,"1,307","6,636.5"
2013,September,4 Western, Loddon,274,"3,644.6"
2013,September,4 Western, Macedon Ranges,"1,362","3,054.2"
2013,September,4 Western, Mildura,"4,501","8,467.5"
2013,September,4 Western, Moorabool,"1,496","4,919.4"
2013,September,4 Western, Mount Alexander,619,"3,392.3"
2013,September,4 Western, Moyne,412,"2,507.5"
2013,September,4 Western, Northern Grampians,687,"5,782.8"
2013,September,4 Western, Pyrenees,272,"3,920.4"
2013,September,4 Western, Queenscliffe,85,"2,831.4"
2013,September,4 Western, Southern Grampians,867,"5,301.1"
2013,September,4 Western, Surf Coast,"1,041","3,687.8"
2013,September,4 Western, Swan Hill,"1,373","6,537.2"
2013,September,4 Western, Warrnambool,"1,907","5,705.7"
2013,September,4 Western, West Wimmera,131,"3,176.5"
2013,September,4 Western, Yarriambiack,223,"3,171.2"
2013,September,4 Western,Total,"52,696","5,687.0"
2013,September,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,019",
2013,September,Justice Institutions and Immigration Facilities,Total,"1,019",
2013,September,Unincorporated Vic, Unincorporated Vic,69,
2013,September,Unincorporated Vic,Total,69,
2012,September,1 North West Metro, Banyule,"6,043","4,889.8"
2012,September,1 North West Metro, Brimbank,"14,957","7,718.8"
2012,September,1 North West Metro, Darebin,"9,910","6,835.1"
2012,September,1 North West Metro, Hobsons Bay,"5,711","6,464.9"
2012,September,1 North West Metro, Hume,"11,692","6,524.5"
2012,September,1 North West Metro, Maribyrnong,"7,516","9,738.4"
2012,September,1 North West Metro, Melbourne,"24,306","22,593.8"
2012,September,1 North West Metro, Melton,"6,799","5,745.8"
2012,September,1 North West Metro, Moonee Valley,"6,803","5,984.7"
2012,September,1 North West Metro, Moreland,"9,677","6,165.0"
2012,September,1 North West Metro, Nillumbik,"1,467","2,331.0"
2012,September,1 North West Metro, Whittlesea,"9,736","5,727.3"
2012,September,1 North West Metro, Wyndham,"10,981","6,130.2"
2012,September,1 North West Metro, Yarra,"9,274","11,411.6"
2012,September,1 North West Metro,Total,"134,872","7,505.7"
2012,September,2 Eastern, Alpine,311,"2,552.7"
2012,September,2 Eastern, Bass Coast,"1,805","5,858.3"
2012,September,2 Eastern, Baw Baw,"2,034","4,570.2"
2012,September,2 Eastern, Benalla,756,"5,458.9"
2012,September,2 Eastern, Boroondara,"5,803","3,444.3"
2012,September,2 Eastern, East Gippsland,"2,538","5,857.5"
2012,September,2 Eastern, Greater Shepparton,"4,906","7,841.8"
2012,September,2 Eastern, Indigo,374,"2,420.1"
2012,September,2 Eastern, Knox,"6,604","4,249.5"
2012,September,2 Eastern, Latrobe,"7,231","9,771.1"
2012,September,2 Eastern, Manningham,"3,027","2,577.5"
2012,September,2 Eastern, Mansfield,259,"3,198.7"
2012,September,2 Eastern, Maroondah,"5,130","4,731.0"
2012,September,2 Eastern, Mitchell,"1,923","5,285.3"
2012,September,2 Eastern, Moira,"1,168","4,073.2"
2012,September,2 Eastern, Monash,"6,400","3,549.4"
2012,September,2 Eastern, Murrindindi,454,"3,374.0"
2012,September,2 Eastern, South Gippsland,900,"3,222.8"
2012,September,2 Eastern, Strathbogie,356,"3,653.5"
2012,September,2 Eastern, Towong,204,"3,434.3"
2012,September,2 Eastern, Wangaratta,"1,698","6,188.5"
2012,September,2 Eastern, Wellington,"2,577","6,071.4"
2012,September,2 Eastern, Whitehorse,"5,405","3,385.3"
2012,September,2 Eastern, Wodonga,"2,587","7,037.9"
2012,September,2 Eastern, Yarra Ranges,"5,081","3,390.4"
2012,September,2 Eastern,Total,"69,531","4,419.8"
2012,September,3 Southern Metro, Bayside,"3,583","3,694.9"
2012,September,3 Southern Metro, Cardinia,"3,685","4,582.1"
2012,September,3 Southern Metro, Casey,"11,255","4,180.3"
2012,September,3 Southern Metro, Frankston,"10,046","7,599.4"
2012,September,3 Southern Metro, Glen Eira,"4,673","3,359.1"
2012,September,3 Southern Metro, Greater Dandenong,"11,485","7,914.4"
2012,September,3 Southern Metro, Kingston,"7,305","4,855.9"
2012,September,3 Southern Metro, Mornington Peninsula,"7,222","4,760.7"
2012,September,3 Southern Metro, Port Phillip,"8,424","8,433.0"
2012,September,3 Southern Metro, Stonnington,"7,287","7,185.7"
2012,September,3 Southern Metro,Total,"74,965","5,485.9"
2012,September,4 Western, Ararat,901,"7,903.5"
2012,September,4 Western, Ballarat,"8,163","8,439.1"
2012,September,4 Western, Buloke,226,"3,512.6"
2012,September,4 Western, Campaspe,"2,138","5,772.0"
2012,September,4 Western, Central Goldfields,698,"5,490.0"
2012,September,4 Western, Colac-Otway,"1,187","5,678.9"
2012,September,4 Western, Corangamite,533,"3,236.2"
2012,September,4 Western, Gannawarra,395,"3,762.6"
2012,September,4 Western, Glenelg,"1,086","5,477.9"
2012,September,4 Western, Golden Plains,372,"1,897.6"
2012,September,4 Western, Greater Bendigo,"5,514","5,306.8"
2012,September,4 Western, Greater Geelong,"13,011","5,937.0"
2012,September,4 Western, Hepburn,556,"3,750.4"
2012,September,4 Western, Hindmarsh,205,"3,500.1"
2012,September,4 Western, Horsham,"1,364","6,956.3"
2012,September,4 Western, Loddon,335,"4,449.5"
2012,September,4 Western, Macedon Ranges,"1,258","2,872.5"
2012,September,4 Western, Mildura,"4,441","8,463.1"
2012,September,4 Western, Moorabool,"1,263","4,301.3"
2012,September,4 Western, Mount Alexander,640,"3,545.1"
2012,September,4 Western, Moyne,582,"3,569.7"
2012,September,4 Western, Northern Grampians,690,"5,764.4"
2012,September,4 Western, Pyrenees,230,"3,352.8"
2012,September,4 Western, Queenscliffe,107,"3,500.2"
2012,September,4 Western, Southern Grampians,792,"4,811.4"
2012,September,4 Western, Surf Coast,"1,183","4,297.1"
2012,September,4 Western, Swan Hill,"1,379","6,575.7"
2012,September,4 Western, Warrnambool,"1,879","5,683.8"
2012,September,4 Western, West Wimmera,132,"3,132.4"
2012,September,4 Western, Yarriambiack,307,"4,327.0"
2012,September,4 Western,Total,"51,567","5,643.8"
2012,September,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,801,
2012,September,Justice Institutions and Immigration Facilities,Total,801,
2012,September,Unincorporated Vic, Unincorporated Vic,106,
2012,September,Unincorporated Vic,Total,106,
2011,September,1 North West Metro, Banyule,"5,416","4,403.9"
2011,September,1 North West Metro, Brimbank,"14,222","7,426.8"
2011,September,1 North West Metro, Darebin,"9,345","6,537.6"
2011,September,1 North West Metro, Hobsons Bay,"4,606","5,270.3"
2011,September,1 North West Metro, Hume,"10,912","6,260.8"
2011,September,1 North West Metro, Maribyrnong,"7,000","9,314.2"
2011,September,1 North West Metro, Melbourne,"24,187","24,129.1"
2011,September,1 North West Metro, Melton,"5,871","5,212.0"
2011,September,1 North West Metro, Moonee Valley,"5,994","5,343.2"
2011,September,1 North West Metro, Moreland,"8,771","5,686.3"
2011,September,1 North West Metro, Nillumbik,"1,424","2,270.6"
2011,September,1 North West Metro, Whittlesea,"8,455","5,258.1"
2011,September,1 North West Metro, Wyndham,"9,292","5,574.1"
2011,September,1 North West Metro, Yarra,"8,733","11,068.0"
2011,September,1 North West Metro,Total,"124,228","7,128.5"
2011,September,2 Eastern, Alpine,286,"2,369.9"
2011,September,2 Eastern, Bass Coast,"1,634","5,404.7"
2011,September,2 Eastern, Baw Baw,"1,644","3,789.0"
2011,September,2 Eastern, Benalla,751,"5,434.9"
2011,September,2 Eastern, Boroondara,"5,227","3,128.8"
2011,September,2 Eastern, East Gippsland,"2,561","5,980.0"
2011,September,2 Eastern, Greater Shepparton,"4,873","7,892.3"
2011,September,2 Eastern, Indigo,361,"2,356.9"
2011,September,2 Eastern, Knox,"6,055","3,915.9"
2011,September,2 Eastern, Latrobe,"6,779","9,187.1"
2011,September,2 Eastern, Manningham,"2,735","2,342.6"
2011,September,2 Eastern, Mansfield,264,"3,324.1"
2011,September,2 Eastern, Maroondah,"4,799","4,471.5"
2011,September,2 Eastern, Mitchell,"1,853","5,278.5"
2011,September,2 Eastern, Moira,"1,126","3,964.0"
2011,September,2 Eastern, Monash,"6,635","3,741.3"
2011,September,2 Eastern, Murrindindi,440,"3,299.6"
2011,September,2 Eastern, South Gippsland,850,"3,089.6"
2011,September,2 Eastern, Strathbogie,345,"3,594.5"
2011,September,2 Eastern, Towong,162,"2,737.4"
2011,September,2 Eastern, Wangaratta,"1,683","6,184.8"
2011,September,2 Eastern, Wellington,"2,361","5,612.3"
2011,September,2 Eastern, Whitehorse,"5,214","3,309.7"
2011,September,2 Eastern, Wodonga,"2,347","6,514.9"
2011,September,2 Eastern, Yarra Ranges,"4,891","3,284.7"
2011,September,2 Eastern,Total,"65,876","4,234.1"
2011,September,3 Southern Metro, Bayside,"2,827","2,941.1"
2011,September,3 Southern Metro, Cardinia,"3,299","4,350.5"
2011,September,3 Southern Metro, Casey,"11,042","4,226.1"
2011,September,3 Southern Metro, Frankston,"9,284","7,122.4"
2011,September,3 Southern Metro, Glen Eira,"4,389","3,200.1"
2011,September,3 Southern Metro, Greater Dandenong,"10,939","7,694.5"
2011,September,3 Southern Metro, Kingston,"6,844","4,614.8"
2011,September,3 Southern Metro, Mornington Peninsula,"7,109","4,762.5"
2011,September,3 Southern Metro, Port Phillip,"8,264","8,495.4"
2011,September,3 Southern Metro, Stonnington,"6,802","6,880.9"
2011,September,3 Southern Metro,Total,"70,799","5,296.9"
2011,September,4 Western, Ararat,809,"7,142.9"
2011,September,4 Western, Ballarat,"8,146","8,558.1"
2011,September,4 Western, Buloke,265,"4,099.0"
2011,September,4 Western, Campaspe,"1,846","5,008.8"
2011,September,4 Western, Central Goldfields,758,"6,025.9"
2011,September,4 Western, Colac-Otway,"1,090","5,240.6"
2011,September,4 Western, Corangamite,543,"3,285.7"
2011,September,4 Western, Gannawarra,501,"4,792.9"
2011,September,4 Western, Glenelg,"1,280","6,449.0"
2011,September,4 Western, Golden Plains,296,"1,561.3"
2011,September,4 Western, Greater Bendigo,"4,940","4,843.4"
2011,September,4 Western, Greater Geelong,"12,515","5,798.4"
2011,September,4 Western, Hepburn,513,"3,506.7"
2011,September,4 Western, Hindmarsh,158,"2,698.1"
2011,September,4 Western, Horsham,"1,303","6,674.2"
2011,September,4 Western, Loddon,312,"4,134.6"
2011,September,4 Western, Macedon Ranges,"1,190","2,775.0"
2011,September,4 Western, Mildura,"4,698","9,065.6"
2011,September,4 Western, Moorabool,"1,108","3,864.7"
2011,September,4 Western, Mount Alexander,700,"3,916.7"
2011,September,4 Western, Moyne,435,"2,690.7"
2011,September,4 Western, Northern Grampians,824,"6,835.9"
2011,September,4 Western, Pyrenees,223,"3,299.3"
2011,September,4 Western, Queenscliffe,93,"3,038.2"
2011,September,4 Western, Southern Grampians,848,"5,117.4"
2011,September,4 Western, Surf Coast,996,"3,735.1"
2011,September,4 Western, Swan Hill,"1,346","6,451.0"
2011,September,4 Western, Warrnambool,"1,818","5,565.2"
2011,September,4 Western, West Wimmera,90,"2,099.4"
2011,September,4 Western, Yarriambiack,263,"3,661.4"
2011,September,4 Western,Total,"49,907","5,533.5"
2011,September,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,718,
2011,September,Justice Institutions and Immigration Facilities,Total,718,
2011,September,Unincorporated Vic, Unincorporated Vic,137,
2011,September,Unincorporated Vic,Total,137,